"文件夹","名称","平面坐标X","平面坐标Y","经度","纬度","海拔","文本显示风格","图标样式","显示级别","叠放层次","图标颜色及不透明度","图标比例","对象ID","附件ID与名称","所属区域","Comment","创建时间","修改时间"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85620341","31.08687627","0","1","0","1-0","0","0X00000000","0.0","1342482215","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4463","1.917","0.543","109.85615945","31.08684644","0","1","0","1-0","0","0X00000000","0.0","414418890","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4462","1.917","0.543","109.85627657","31.08694687","0","1","0","1-0","0","0X00000000","0.0","357869769","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4615","1.917","0.543","109.85627741","31.08695384","0","1","0","1-0","0","0X00000000","0.0","879114165","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4614","1.917","0.543","109.85616046","31.08685423","0","1","0","1-0","0","0X00000000","0.0","1598163920","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN200","1.917","0.543","109.85596103","31.08666229","0","1","0","1-0","0","0X00000000","0.0","501588500","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4417","1.917","0.543","109.85592165","31.08669204","0","1","0","1-0","0","0X00000000","0.0","963372507","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85596363","31.08673789","0","1","0","1-0","0","0X00000000","0.0","2047201132","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN200","1.917","0.543","109.85595057","31.08676321","0","1","0","1-0","0","0X00000000","0.0","493266347","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4612","1.917","0.543","109.85589810","31.08675909","0","1","0","1-0","0","0X00000000","0.0","1782229714","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4465","1.917","0.543","109.85589835","31.08675072","0","1","0","1-0","0","0X00000000","0.0","1230811712","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4650","1.917","0.543","109.85590946","31.08667141","0","1","0","1-0","0","0X00000000","0.0","1752605223","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85565875","31.08670191","0","1","0","1-0","0","0X00000000","0.0","1785969178","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN200","1.917","0.543","109.85565859","31.08663492","0","1","0","1-0","0","0X00000000","0.0","77650232","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4415","1.917","0.543","109.85558688","31.08666534","0","1","0","1-0","0","0X00000000","0.0","1948589295","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4467","1.917","0.543","109.85559618","31.08670478","0","1","0","1-0","0","0X00000000","0.0","1145704203","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4610","1.917","0.543","109.85560254","31.08672368","0","1","0","1-0","0","0X00000000","0.0","222004730","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4652","1.917","0.543","109.85558139","31.08663872","0","1","0","1-0","0","0X00000000","0.0","805255045","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85536250","31.08670625","0","1","0","1-0","0","0X00000000","0.0","1047998253","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN200","1.917","0.543","109.85536705","31.08673359","0","1","0","1-0","0","0X00000000","0.0","2033552815","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.85542053","31.08667880","0","1","0","1-0","0","0X00000000","0.0","1883692344","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN200","1.917","0.543","109.85540142","31.08664663","0","1","0","1-0","0","0X00000000","0.0","569566537","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4414","1.917","0.543","109.85532363","31.08668130","0","1","0","1-0","0","0X00000000","0.0","336572598","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4653","1.917","0.543","109.85531272","31.08665733","0","1","0","1-0","0","0X00000000","0.0","730184194","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN200","1.917","0.543","109.85606797","31.08670154","0","1","0","1-0","0","0X00000000","0.0","1250079974","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4419","1.917","0.543","109.85606858","31.08675594","0","1","0","1-0","0","0X00000000","0.0","973094170","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4418","1.917","0.543","109.85600621","31.08671990","0","1","0","1-0","0","0X00000000","0.0","877417636","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4464","1.917","0.543","109.85604237","31.08677319","0","1","0","1-0","0","0X00000000","0.0","1262357688","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4613","1.917","0.543","109.85604317","31.08677985","0","1","0","1-0","0","0X00000000","0.0","1970948790","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4649","1.917","0.543","109.85604953","31.08669363","0","1","0","1-0","0","0X00000000","0.0","1239706621","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN200","1.917","0.543","109.85606204","31.08681219","0","1","0","1-0","0","0X00000000","0.0","846234680","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85608019","31.08678966","0","1","0","1-0","0","0X00000000","0.0","2003096457","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4648","1.917","0.543","109.85615138","31.08676222","0","1","0","1-0","0","0X00000000","0.0","1910127251","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN200","1.917","0.543","109.85516358","31.08665317","0","1","0","1-0","0","0X00000000","0.0","1644202834","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.85518092","31.08668324","0","1","0","1-0","0","0X00000000","0.0","500812229","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4468","1.917","0.543","109.85519631","31.08671410","0","1","0","1-0","0","0X00000000","0.0","1744254144","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4609","1.917","0.543","109.85520273","31.08673340","0","1","0","1-0","0","0X00000000","0.0","1605016220","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN200","1.917","0.543","109.85510295","31.08673457","0","1","0","1-0","0","0X00000000","0.0","1622715129","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85510514","31.08670684","0","1","0","1-0","0","0X00000000","0.0","1513380054","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4413","1.917","0.543","109.85510760","31.08667940","0","1","0","1-0","0","0X00000000","0.0","1494208098","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4654","1.917","0.543","109.85510897","31.08665783","0","1","0","1-0","0","0X00000000","0.0","1955998421","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4608","1.917","0.543","109.85503715","31.08672670","0","1","0","1-0","0","0X00000000","0.0","1329167592","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4469","1.917","0.543","109.85507181","31.08670860","0","1","0","1-0","0","0X00000000","0.0","1654189219","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4409","1.917","0.543","109.85439007","31.08651212","0","1","0","1-0","0","0X00000000","0.0","1677845435","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85441314","31.08655923","0","1","0","1-0","0","0X00000000","0.0","1248348260","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.85443775","31.08651488","0","1","0","1-0","0","0X00000000","0.0","1410148935","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN200","1.917","0.543","109.85441048","31.08658764","0","1","0","1-0","0","0X00000000","0.0","939579462","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4473","1.917","0.543","109.85435972","31.08656177","0","1","0","1-0","0","0X00000000","0.0","729859599","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4604","1.917","0.543","109.85435543","31.08658366","0","1","0","1-0","0","0X00000000","0.0","456987560","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN200","1.917","0.543","109.85459240","31.08660800","0","1","0","1-0","0","0X00000000","0.0","1709656351","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN200","1.917","0.543","109.85475504","31.08655555","0","1","0","1-0","0","0X00000000","0.0","1449134132","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.85475506","31.08659016","0","1","0","1-0","0","0X00000000","0.0","59678664","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN200","1.917","0.543","109.85476952","31.08665300","0","1","0","1-0","0","0X00000000","0.0","19053282","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85478100","31.08662674","0","1","0","1-0","0","0X00000000","0.0","1333804839","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4471","1.917","0.543","109.85472974","31.08661804","0","1","0","1-0","0","0X00000000","0.0","1433286127","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4606","1.917","0.543","109.85468485","31.08663030","0","1","0","1-0","0","0X00000000","0.0","1283998282","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4411","1.917","0.543","109.85463118","31.08655596","0","1","0","1-0","0","0X00000000","0.0","741407477","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4656","1.917","0.543","109.85467324","31.08653670","0","1","0","1-0","0","0X00000000","0.0","1384652731","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.85456501","31.08653138","0","1","0","1-0","0","0X00000000","0.0","1167341025","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85459868","31.08658036","0","1","0","1-0","0","0X00000000","0.0","895728336","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN200","1.917","0.543","109.85456116","31.08649669","0","1","0","1-0","0","0X00000000","0.0","1598312305","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4410","1.917","0.543","109.85451719","31.08651769","0","1","0","1-0","0","0X00000000","0.0","1101232521","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4472","1.917","0.543","109.85453678","31.08657734","0","1","0","1-0","0","0X00000000","0.0","1956601461","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4605","1.917","0.543","109.85449701","31.08658921","0","1","0","1-0","0","0X00000000","0.0","1635910308","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4657","1.917","0.543","109.85449864","31.08649369","0","1","0","1-0","0","0X00000000","0.0","1186690344","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN200","1.917","0.543","109.85433885","31.08649197","0","1","0","1-0","0","0X00000000","0.0","869681672","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.85431339","31.08640631","0","1","0","1-0","0","0X00000000","0.0","1152041153","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4404","1.917","0.543","109.85441662","31.08639254","0","1","0","1-0","0","0X00000000","0.0","2122650084","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4405","1.917","0.543","109.85429713","31.08642654","0","1","0","1-0","0","0X00000000","0.0","26644823","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN200","1.917","0.543","109.85423983","31.08659854","0","1","0","1-0","0","0X00000000","0.0","241294285","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.85427458","31.08652355","0","1","0","1-0","0","0X00000000","0.0","1253783421","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85423567","31.08657084","0","1","0","1-0","0","0X00000000","0.0","1763047156","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4408","1.917","0.543","109.85420732","31.08652547","0","1","0","1-0","0","0X00000000","0.0","98959528","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4658","1.917","0.543","109.85424011","31.08649858","0","1","0","1-0","0","0X00000000","0.0","2109329084","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4406","1.917","0.543","109.85423077","31.08646831","0","1","0","1-0","0","0X00000000","0.0","1916603991","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN200","1.917","0.543","109.85494497","31.08670601","0","1","0","1-0","0","0X00000000","0.0","1847340993","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.917","0.543","109.85495444","31.08667900","0","1","0","1-0","0","0X00000000","0.0","1009107533","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4412","1.917","0.543","109.85486850","31.08663380","0","1","0","1-0","0","0X00000000","0.0","573654120","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4470","1.917","0.543","109.85488995","31.08667030","0","1","0","1-0","0","0X00000000","0.0","1698379085","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4607","1.917","0.543","109.85484411","31.08668341","0","1","0","1-0","0","0X00000000","0.0","2105784961","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4655","1.917","0.543","109.85491904","31.08661921","0","1","0","1-0","0","0X00000000","0.0","508598181","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN200","1.917","0.543","109.85497146","31.08662403","0","1","0","1-0","0","0X00000000","0.0","712335960","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.85497705","31.08665631","0","1","0","1-0","0","0X00000000","0.0","439956194","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83965984","31.09821254","0","1","0","1-0","0","0X00000000","0.0","1483639730","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83952023","31.09827916","0","1","0","1-0","0","0X00000000","0.0","245567222","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4824","1.917","0.543","109.83980313","31.09818180","0","1","0","1-0","0","0X00000000","0.0","1036495434","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4825","1.917","0.543","109.83963186","31.09823571","0","1","0","1-0","0","0X00000000","0.0","673007550","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4826","1.917","0.543","109.83952340","31.09829825","0","1","0","1-0","0","0X00000000","0.0","1876998374","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83833213","31.09878942","0","1","0","1-0","0","0X00000000","0.0","1331427867","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83816464","31.09888841","0","1","0","1-0","0","0X00000000","0.0","1815666120","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4831","1.917","0.543","109.83846956","31.09874516","0","1","0","1-0","0","0X00000000","0.0","1589844282","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4832","1.917","0.543","109.83830237","31.09882403","0","1","0","1-0","0","0X00000000","0.0","2074451319","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4833","1.917","0.543","109.83813638","31.09893019","0","1","0","1-0","0","0X00000000","0.0","1951590737","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83921275","31.09861979","0","1","0","1-0","0","0X00000000","0.0","2097958966","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83858138","31.09874499","0","1","0","1-0","0","0X00000000","0.0","571636192","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83883198","31.09874687","0","1","0","1-0","0","0X00000000","0.0","1450922412","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83903279","31.09870448","0","1","0","1-0","0","0X00000000","0.0","952287563","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4828","1.917","0.543","109.83920015","31.09865937","0","1","0","1-0","0","0X00000000","0.0","602308479","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83937822","31.09844495","0","1","0","1-0","0","0X00000000","0.0","1197864385","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4827","1.917","0.543","109.83933316","31.09853850","0","1","0","1-0","0","0X00000000","0.0","212863202","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4830","1.917","0.543","109.83879190","31.09877274","0","1","0","1-0","0","0X00000000","0.0","1061178075","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4829","1.917","0.543","109.83898252","31.09874021","0","1","0","1-0","0","0X00000000","0.0","1438291934","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.84115483","31.09717573","0","1","0","1-0","0","0X00000000","0.0","891019391","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.84111200","31.09704704","0","1","0","1-0","0","0X00000000","0.0","399217259","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.84115567","31.09738619","0","1","0","1-0","0","0X00000000","0.0","343286816","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4812","1.917","0.543","109.84117494","31.09715085","0","1","0","1-0","0","0X00000000","0.0","637095643","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4813","1.917","0.543","109.84117695","31.09727140","0","1","0","1-0","0","0X00000000","0.0","365300553","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4852","1.917","0.543","109.84110076","31.09727822","0","1","0","1-0","0","0X00000000","0.0","1913950238","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4851","1.917","0.543","109.84117702","31.09727872","0","1","0","1-0","0","0X00000000","0.0","679337130","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.84097128","31.09806302","0","1","0","1-0","0","0X00000000","0.0","1984724213","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.84081234","31.09818323","0","1","0","1-0","0","0X00000000","0.0","757320707","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4816","1.917","0.543","109.84105324","31.09795967","0","1","0","1-0","0","0X00000000","0.0","1333937945","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4817","1.917","0.543","109.84097871","31.09810210","0","1","0","1-0","0","0X00000000","0.0","82540630","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4818","1.917","0.543","109.84093480","31.09814240","0","1","0","1-0","0","0X00000000","0.0","160075020","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4819","1.917","0.543","109.84080596","31.09820558","0","1","0","1-0","0","0X00000000","0.0","1543356799","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.84054614","31.09819536","0","1","0","1-0","0","0X00000000","0.0","1474558047","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.83990448","31.09818226","0","1","0","1-0","0","0X00000000","0.0","834905499","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4822","1.917","0.543","109.83998091","31.09821443","0","1","0","1-0","0","0X00000000","0.0","1121159254","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4823","1.917","0.543","109.83987814","31.09820095","0","1","0","1-0","0","0X00000000","0.0","1640187188","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.84016912","31.09819577","0","1","0","1-0","0","0X00000000","0.0","1031041737","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4821","1.917","0.543","109.84004703","31.09819925","0","1","0","1-0","0","0X00000000","0.0","1343658400","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4820","1.917","0.543","109.84039085","31.09821754","0","1","0","1-0","0","0X00000000","0.0","2106997522","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.84106389","31.09788829","0","1","0","1-0","0","0X00000000","0.0","1297507011","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN300","1.917","0.543","109.84113984","31.09770364","0","1","0","1-0","0","0X00000000","0.0","2116388710","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4814","1.917","0.543","109.84117478","31.09757213","0","1","0","1-0","0","0X00000000","0.0","1928067454","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4815","1.917","0.543","109.84116475","31.09775336","0","1","0","1-0","0","0X00000000","0.0","652113356","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.83044416","31.09745588","0","1","0","1-0","0","0X00000000","0.0","721907134","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.83071138","31.09754187","0","1","0","1-0","0","0X00000000","0.0","866947820","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.83096359","31.09762645","0","1","0","1-0","0","0X00000000","0.0","467878131","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4899","1.917","0.543","109.83087378","31.09761177","0","1","0","1-0","0","0X00000000","0.0","1515443240","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4900","1.917","0.543","109.83060223","31.09750818","0","1","0","1-0","0","0X00000000","0.0","1583064445","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS4901","1.917","0.543","109.83034459","31.09743254","0","1","0","1-0","0","0X00000000","0.0","2141914145","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.83144581","31.09783145","0","1","0","1-0","0","0X00000000","0.0","1658078428","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.83119429","31.09769755","0","1","0","1-0","0","0X00000000","0.0","1701476792","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN300","1.917","0.543","109.83189356","31.09814541","0","1","0","1-0","0","0X00000000","0.0","495196304","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
