"文件夹","名称","平面坐标X","平面坐标Y","经度","纬度","海拔","文本显示风格","图标样式","显示级别","叠放层次","图标颜色及不透明度","图标比例","对象ID","附件ID与名称","所属区域","Comment","创建时间","修改时间"
"/供水管线图（2025年测）/JST","JS6253","1.917","0.542","109.86324003","31.07358007","0","1","0","1-0","0","0X00000000","0.0","1032143498","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6128","1.917","0.542","109.86289841","31.07350371","0","1","0","1-0","0","0X00000000","0.0","2060291791","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86274997","31.07253841","0","1","0","1-0","0","0X00000000","0.0","165570553","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86280903","31.07246644","0","1","0","1-0","0","0X00000000","0.0","1219166043","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN100","1.917","0.542","109.86273167","31.07245253","0","1","0","1-0","0","0X00000000","0.0","554876273","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN100","1.917","0.542","109.86287189","31.07244378","0","1","0","1-0","0","0X00000000","0.0","566449156","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN110","1.917","0.542","109.86281182","31.07268170","0","1","0","1-0","0","0X00000000","0.0","1524285710","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN200","1.917","0.542","109.86272860","31.07243083","0","1","0","1-0","0","0X00000000","0.0","295724843","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86267225","31.07248639","0","1","0","1-0","0","0X00000000","0.0","1020680822","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN150","1.917","0.542","109.86272503","31.07282974","0","1","0","1-0","0","0X00000000","0.0","1833386322","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN200","1.917","0.542","109.86350175","31.07259394","0","1","0","1-0","0","0X00000000","0.0","1293886742","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86345636","31.07265778","0","1","0","1-0","0","0X00000000","0.0","1580715215","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86326449","31.07260190","0","1","0","1-0","0","0X00000000","0.0","260832115","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN90","1.917","0.542","109.86325950","31.07274593","0","1","0","1-0","0","0X00000000","0.0","1559118388","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN150","1.917","0.542","109.86280854","31.07323464","0","1","0","1-0","0","0X00000000","0.0","1878302365","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN110","1.917","0.542","109.86281589","31.07322620","0","1","0","1-0","0","0X00000000","0.0","168238599","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86273514","31.07315447","0","1","0","1-0","0","0X00000000","0.0","265162956","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN110","1.917","0.542","109.86285584","31.07302257","0","1","0","1-0","0","0X00000000","0.0","1410049253","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN110","1.917","0.542","109.86269505","31.07297402","0","1","0","1-0","0","0X00000000","0.0","670874942","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN200","1.917","0.542","109.86260985","31.07343080","0","1","0","1-0","0","0X00000000","0.0","2062393663","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.917","0.542","109.86318539","31.07242181","0","1","0","1-0","0","0X00000000","0.0","1680543569","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86317973","31.07250624","0","1","0","1-0","0","0X00000000","0.0","1122655588","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN200","1.917","0.542","109.86296774","31.07247660","0","1","0","1-0","0","0X00000000","0.0","927882441","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86300150","31.07245951","0","1","0","1-0","0","0X00000000","0.0","2106157429","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN100","1.917","0.542","109.86300203","31.07243642","0","1","0","1-0","0","0X00000000","0.0","2100278905","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.918","0.542","109.86595926","31.07400427","0","1","0","1-0","0","0X00000000","0.0","619566056","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.918","0.542","109.86568029","31.07395121","0","1","0","1-0","0","0X00000000","0.0","1945704540","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86562885","31.07391247","0","1","0","1-0","0","0X00000000","0.0","173914141","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86576308","31.07402251","0","1","0","1-0","0","0X00000000","0.0","256358452","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.918","0.542","109.86571711","31.07379347","0","1","0","1-0","0","0X00000000","0.0","1173322979","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6180","1.918","0.542","109.86572171","31.07404595","0","1","0","1-0","0","0X00000000","0.0","1040854989","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2516","1.918","0.542","109.86592679","31.07395042","0","1","0","1-0","0","0X00000000","0.0","459177008","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6165","1.918","0.542","109.86554462","31.07384254","0","1","0","1-0","0","0X00000000","0.0","1855864852","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6166","1.918","0.542","109.86552401","31.07381780","0","1","0","1-0","0","0X00000000","0.0","1456111746","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6181","1.918","0.542","109.86548438","31.07384800","0","1","0","1-0","0","0X00000000","0.0","677487573","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6182","1.918","0.542","109.86547468","31.07382529","0","1","0","1-0","0","0X00000000","0.0","194403352","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6193","1.918","0.542","109.86555703","31.07384972","0","1","0","1-0","0","0X00000000","0.0","2077486078","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6194","1.918","0.542","109.86554490","31.07383271","0","1","0","1-0","0","0X00000000","0.0","105301687","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86594523","31.07440269","0","1","0","1-0","0","0X00000000","0.0","1140703580","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6178","1.918","0.542","109.86588316","31.07440069","0","1","0","1-0","0","0X00000000","0.0","1505387511","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6191","1.918","0.542","109.86607051","31.07440540","0","1","0","1-0","0","0X00000000","0.0","519186064","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6192","1.918","0.542","109.86611989","31.07436267","0","1","0","1-0","0","0X00000000","0.0","1158093100","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86595384","31.07440781","0","1","0","1-0","0","0X00000000","0.0","204609708","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6161","1.918","0.542","109.86599288","31.07431075","0","1","0","1-0","0","0X00000000","0.0","978832619","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6179","1.918","0.542","109.86603583","31.07431960","0","1","0","1-0","0","0X00000000","0.0","250727131","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86564553","31.07463938","0","1","0","1-0","0","0X00000000","0.0","268529368","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86564102","31.07463193","0","1","0","1-0","0","0X00000000","0.0","1914580708","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6159","1.918","0.542","109.86589547","31.07444908","0","1","0","1-0","0","0X00000000","0.0","345691817","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6160","1.918","0.542","109.86589376","31.07444124","0","1","0","1-0","0","0X00000000","0.0","464605993","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6176","1.918","0.542","109.86584065","31.07444755","0","1","0","1-0","0","0X00000000","0.0","1769434030","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6177","1.918","0.542","109.86583929","31.07443954","0","1","0","1-0","0","0X00000000","0.0","383630256","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86605057","31.07422699","0","1","0","1-0","0","0X00000000","0.0","1554853702","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN150","1.918","0.542","109.86596150","31.07419679","0","1","0","1-0","0","0X00000000","0.0","789289253","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86589308","31.07413934","0","1","0","1-0","0","0X00000000","0.0","674492644","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6164","1.918","0.542","109.86601762","31.07424679","0","1","0","1-0","0","0X00000000","0.0","312923018","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6163","1.918","0.542","109.86601880","31.07425583","0","1","0","1-0","0","0X00000000","0.0","1012715031","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6251","1.918","0.542","109.86583679","31.07409698","0","1","0","1-0","0","0X00000000","0.0","516248147","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6162","1.918","0.542","109.86594612","31.07426997","0","1","0","1-0","0","0X00000000","0.0","989175548","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2517","1.918","0.542","109.86608929","31.07409570","0","1","0","1-0","0","0X00000000","0.0","33356067","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6170","1.918","0.542","109.86607388","31.07413264","0","1","0","1-0","0","0X00000000","0.0","1319721809","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6169","1.918","0.542","109.86608554","31.07415653","0","1","0","1-0","0","0X00000000","0.0","1019510542","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2518","1.918","0.542","109.86614908","31.07414844","0","1","0","1-0","0","0X00000000","0.0","370514059","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2520","1.918","0.542","109.86611979","31.07416942","0","1","0","1-0","0","0X00000000","0.0","1306188652","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6171","1.918","0.542","109.86606955","31.07414387","0","1","0","1-0","0","0X00000000","0.0","96892317","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86623882","31.07424170","0","1","0","1-0","0","0X00000000","0.0","1972432379","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2519","1.918","0.542","109.86616434","31.07415841","0","1","0","1-0","0","0X00000000","0.0","1954159086","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6063","1.918","0.542","109.86631551","31.07431875","0","1","0","1-0","0","0X00000000","0.0","1516380619","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6064","1.918","0.542","109.86619829","31.07421680","0","1","0","1-0","0","0X00000000","0.0","1674482628","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6065","1.918","0.542","109.86619499","31.07420860","0","1","0","1-0","0","0X00000000","0.0","1745836980","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6062","1.918","0.542","109.86631402","31.07431048","0","1","0","1-0","0","0X00000000","0.0","1876076788","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86640192","31.07437590","0","1","0","1-0","0","0X00000000","0.0","506044782","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86643452","31.07456425","0","1","0","1-0","0","0X00000000","0.0","1263617223","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6058","1.918","0.542","109.86639356","31.07459080","0","1","0","1-0","0","0X00000000","0.0","972704950","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6057","1.918","0.542","109.86630018","31.07464651","0","1","0","1-0","0","0X00000000","0.0","1414864098","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6056","1.918","0.542","109.86623638","31.07463361","0","1","0","1-0","0","0X00000000","0.0","900480968","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6059","1.918","0.542","109.86652535","31.07448499","0","1","0","1-0","0","0X00000000","0.0","1283437235","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN100","1.918","0.542","109.86661957","31.07455731","0","1","0","1-0","0","0X00000000","0.0","1545678613","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2585","1.918","0.542","109.86662857","31.07462014","0","1","0","1-0","0","0X00000000","0.0","1119242781","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2587","1.918","0.542","109.86662440","31.07464291","0","1","0","1-0","0","0X00000000","0.0","1082276301","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 钢 DN400","1.918","0.542","109.86709851","31.07463778","0","1","0","1-0","0","0X00000000","0.0","1043177154","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2584","1.918","0.542","109.86668453","31.07462857","0","1","0","1-0","0","0X00000000","0.0","600635224","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2586","1.918","0.542","109.86662345","31.07463620","0","1","0","1-0","0","0X00000000","0.0","568781853","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS1719","1.918","0.542","109.86716094","31.07455121","0","1","0","1-0","0","0X00000000","0.0","1307760331","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN150","1.917","0.542","109.86398884","31.07348919","0","1","0","1-0","0","0X00000000","0.0","702280402","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86384226","31.07340052","0","1","0","1-0","0","0X00000000","0.0","1688669765","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2227","1.917","0.542","109.86393740","31.07344246","0","1","0","1-0","0","0X00000000","0.0","1395568970","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6134","1.917","0.542","109.86387434","31.07349541","0","1","0","1-0","0","0X00000000","0.0","2022308239","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS5636","1.917","0.542","109.86401833","31.07340350","0","1","0","1-0","0","0X00000000","0.0","1759741098","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2228","1.917","0.542","109.86379504","31.07339327","0","1","0","1-0","0","0X00000000","0.0","1110714721","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN150","1.917","0.542","109.86402686","31.07331723","0","1","0","1-0","0","0X00000000","0.0","1733833257","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN150","1.917","0.542","109.86381063","31.07309573","0","1","0","1-0","0","0X00000000","0.0","251300097","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6141","1.917","0.542","109.86359750","31.07307246","0","1","0","1-0","0","0X00000000","0.0","416692507","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6139","1.917","0.542","109.86365007","31.07306006","0","1","0","1-0","0","0X00000000","0.0","1579344341","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN110","1.917","0.542","109.86370292","31.07357379","0","1","0","1-0","0","0X00000000","0.0","1222817982","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN200","1.917","0.542","109.86352675","31.07364739","0","1","0","1-0","0","0X00000000","0.0","117988766","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2177","1.917","0.542","109.86356166","31.07352493","0","1","0","1-0","0","0X00000000","0.0","1443501118","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2175","1.917","0.542","109.86358802","31.07355029","0","1","0","1-0","0","0X00000000","0.0","793213780","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2176","1.917","0.542","109.86351230","31.07354898","0","1","0","1-0","0","0X00000000","0.0","992436691","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2178","1.917","0.542","109.86356421","31.07351697","0","1","0","1-0","0","0X00000000","0.0","887979481","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86363713","31.07270984","0","1","0","1-0","0","0X00000000","0.0","1592062898","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN200","1.917","0.542","109.86381159","31.07267995","0","1","0","1-0","0","0X00000000","0.0","1751950812","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86381514","31.07275436","0","1","0","1-0","0","0X00000000","0.0","698213241","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6215","1.917","0.542","109.86376333","31.07265100","0","1","0","1-0","0","0X00000000","0.0","1338222737","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2252","1.917","0.542","109.86379523","31.07273283","0","1","0","1-0","0","0X00000000","0.0","726805542","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6279","1.917","0.542","109.86394619","31.07269318","0","1","0","1-0","0","0X00000000","0.0","1087520381","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2251","1.917","0.542","109.86358900","31.07268262","0","1","0","1-0","0","0X00000000","0.0","1232830612","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2253","1.917","0.542","109.86394293","31.07276010","0","1","0","1-0","0","0X00000000","0.0","1146458021","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN110","1.917","0.542","109.86356925","31.07350152","0","1","0","1-0","0","0X00000000","0.0","1395869404","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN150","1.917","0.542","109.86369408","31.07343003","0","1","0","1-0","0","0X00000000","0.0","848900252","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 球墨铸铁 DN150","1.917","0.542","109.86366684","31.07336634","0","1","0","1-0","0","0X00000000","0.0","1816726195","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2179","1.917","0.542","109.86353897","31.07343610","0","1","0","1-0","0","0X00000000","0.0","1972225305","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2229","1.917","0.542","109.86360365","31.07337631","0","1","0","1-0","0","0X00000000","0.0","128355669","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6135","1.917","0.542","109.86353606","31.07339825","0","1","0","1-0","0","0X00000000","0.0","2070270735","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2237","1.917","0.542","109.86361676","31.07335978","0","1","0","1-0","0","0X00000000","0.0","643464787","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2225","1.917","0.542","109.86356107","31.07333638","0","1","0","1-0","0","0X00000000","0.0","1099301696","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2224","1.917","0.542","109.86356182","31.07334546","0","1","0","1-0","0","0X00000000","0.0","1148532803","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN150","1.917","0.542","109.86394503","31.07359167","0","1","0","1-0","0","0X00000000","0.0","862203245","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6132","1.917","0.542","109.86398141","31.07350731","0","1","0","1-0","0","0X00000000","0.0","1163747186","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6143","1.917","0.542","109.86387273","31.07350408","0","1","0","1-0","0","0X00000000","0.0","1633540200","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2174","1.917","0.542","109.86383694","31.07364072","0","1","0","1-0","0","0X00000000","0.0","559958124","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS5634","1.917","0.542","109.86391959","31.07364061","0","1","0","1-0","0","0X00000000","0.0","2102335115","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6131","1.917","0.542","109.86393585","31.07360869","0","1","0","1-0","0","0X00000000","0.0","164037611","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6130","1.917","0.542","109.86392138","31.07363106","0","1","0","1-0","0","0X00000000","0.0","1873467579","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2173","1.917","0.542","109.86397287","31.07368605","0","1","0","1-0","0","0X00000000","0.0","1049527129","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6127","1.917","0.542","109.86388469","31.07374730","0","1","0","1-0","0","0X00000000","0.0","1511195884","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN110","1.917","0.542","109.86394843","31.07364891","0","1","0","1-0","0","0X00000000","0.0","1090397822","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN200","1.917","0.542","109.86395551","31.07377128","0","1","0","1-0","0","0X00000000","0.0","1875383568","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS 铸铁 DN150","1.917","0.542","109.86402707","31.07367715","0","1","0","1-0","0","0X00000000","0.0","1635193716","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS PE DN110","1.917","0.542","109.86402526","31.07369697","0","1","0","1-0","0","0X00000000","0.0","1990975486","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS5632","1.917","0.542","109.86410929","31.07374430","0","1","0","1-0","0","0X00000000","0.0","386751301","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS2172","1.917","0.542","109.86408262","31.07373410","0","1","0","1-0","0","0X00000000","0.0","324177648","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS5630","1.917","0.542","109.86415817","31.07374861","0","1","0","1-0","0","0X00000000","0.0","838582029","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS5633","1.917","0.542","109.86415293","31.07372957","0","1","0","1-0","0","0X00000000","0.0","1887046743","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS5631","1.917","0.542","109.86415381","31.07373638","0","1","0","1-0","0","0X00000000","0.0","915003199","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
"/供水管线图（2025年测）/JST","JS6125","1.917","0.542","109.86418611","31.07391717","0","1","0","1-0","0","0X00000000","0.0","120096559","","无","","1970-01-01 08:00:00","2026-07-15 11:08:39"
